No,Year,Country_ID,Bank_ID,IB,DTD_PB,DTC_PB,ESGS,ESGcom,ESGC,E,S,G,ETA,NPL,CTI,TDTA,REVDIV,LOANGR,TA,IB,EG,INF,HHII,COVID,GOV,MIP,REG,LNTA
306,2020,6,44,0,"29,578386","34,619729","35,19","35,19",100,"2,39","19,86","69,44","9,4305924","12,31","46,7","80,138286","9,485405","-9,3","1380000000000,00%",0,"-1,2740874","9,7399931","12,60623",1,"-0,93949875","20,08906","-0,76476592","23,34763"
313,2020,6,45,1,"10,826071","12,795943","42,17","42,17",100,"16,95","37,92","58,11","4,797123","2,79","39,73","88,362861","10,06805","4,95","956500000000,00%",1,"-1,2740874","9,7399931","12,60623",1,"-0,93949875","20,08906","-0,76476592","22,98142"
320,2020,7,46,0,"54,232994","60,395045","32,63","32,63",100,0,"18,77","64,78","12,694386","4,53","49,73","77,831806","7,260651","7,17","1107000000000,00%",0,"-3,3797144","-0,90387487","15,27316",1,"0,35290138","7,233812","0,44436467","23,12764"
327,2020,7,47,0,"9,4665369","13,310216","16,27","16,27",100,0,"23,36",13,"9,1858211","5,97","49,13","61,968984","6,123932","2,44","939100000000,00%",0,"-3,3797144","-0,90387487","15,27316",1,"0,35290138","7,233812","0,44436467","22,96306"
334,2020,7,48,0,"48,987771","55,402384","12,82","12,82",100,0,"14,56","15,56","9,7835338","2,92","38,97","73,20259","6,492599","8,63","702900000000,00%",0,"-3,3797144","-0,90387487","15,27316",1,"0,35290138","7,233812","0,44436467","22,67325"
341,2020,7,49,0,"45,5102","52,408298","50,26","50,26",100,"32,21","55,28","50,56","15,365591","3,6","38,93","75,463714","8,77578","2,02","3239000000000,00%",0,"-3,3797144","-0,90387487","15,27316",1,"0,35290138","7,233812","0,44436467","24,2011"
355,2020,7,51,0,"70,220802","75,3748","32,49","32,49",100,0,"16,23","67,89","11,415751","5,55","54,53","69,74702","8,438202","4,24","944800000000,00%",0,"-3,3797144","-0,90387487","15,27316",1,"0,35290138","7,233812","0,44436467","22,96905"
362,2020,8,52,0,"38,667393","47,950623","83,49","83,49",100,"86,75","86,95","77,41","8,6205687","2,77","49,16","74,003217","5,61335","1,21","12860000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","25,58013"
369,2020,8,53,0,"50,08855","59,7","45,09","45,09",100,"9,75","42,41","62,93","9,8219777","1,99","48,14","81,950128","6,264496","2,21","1417000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","23,37454"
376,2020,8,54,0,"24,116748","34,795487","76,57","76,57",100,"78,38","76,36","76,14","10,731492","0,36","34,63","83,458668","5,645988","4,59","11240000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","25,44576"
383,2020,8,55,0,"16,112276","24,423276","82,07","82,07",100,"79,16","78,81","87,74","10,166147","2,23","42,73","72,131907","6,957939","0,09","21350000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","26,087"
390,2020,8,56,0,"45,348713","55,997887","75,9","70,42","64,94","36,58","84,83","79,34","8,8060189","1,66","49,78","74,585464","5,067863","3,35","2671000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","24,00818"
397,2020,8,57,0,"11,204986","17,134051","75,35","75,35",100,"53,96","76,09","82,89","12,307736","0,61","38,84","81,503937","4,942711","6,09","5170000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","24,66873"
404,2020,8,58,0,"29,680138","33,769734","59,59","59,59",100,"67,44","71,02","40,71","9,9784621","1,71","47,47","82,797713","5,938438","5,68","6757000000000,00%",0,"-5,4568466","-1,1387022","6,680833",1,"0,52297473","3,504928","0,66661346","24,9364"
411,2020,9,59,0,"63,629476","69,225262","39,86","39,86",100,"13,52","34,19","58,2","10,427471","1,17","41,06","86,534592","5,642548","-2,7","2013000000000,00%",0,"-8,8552789","2,1017295","14,37171",1,"0,10420513","0,6959076","0,27375153","23,72568"
418,2020,9,60,1,"25,178158","30,002108","59,56","59,56",100,"17,27","53,39","84,97","8,5644157","1,12","45,25","83,719377","5,837288","27,17","2120000000000,00%",1,"-8,8552789","2,1017295","14,37171",1,"0,10420513","0,6959076","0,27375153","23,77739"
425,2020,9,61,1,"36,119174","42,381247","30,74","30,74",100,"4,93","34,21","36,27","9,772908","3,79","45,08","84,974166","8,038528","13,79","7082000000000,00%",1,"-8,8552789","2,1017295","14,37171",1,"0,10420513","0,6959076","0,27375153","24,98347"
432,2020,9,62,0,"34,543344","41,053979","69,59","69,59",100,"61,15","78,61","60,52","12,459704","1,72","37,25","77,684454","6,530479","6,62","9788000000000,00%",0,"-8,8552789","2,1017295","14,37171",1,"0,10420513","0,6959076","0,27375153","25,30704"
439,2020,9,63,1,"48,443133","54,629397","23,61","23,61",100,"3,36","31,4","20,98","9,3268132","2,65","56,58","82,674186","5,217621","6,22","922800000000,00%",1,"-8,8552789","2,1017295","14,37171",1,"0,10420513","0,6959076","0,27375153","22,9455"
446,2020,9,64,0,"71,913851","75,202998","30,74","30,74",100,"5,32","13,62","64,51","15,785636","0,25","30,09","69,205705","7,960793","0,87","1446000000000,00%",0,"-8,8552789","2,1017295","14,37171",1,"0,10420513","0,6959076","0,27375153","23,39437"
453,2020,11,65,0,"17,607913","21,187329","21,39","21,39",100,0,"5,78","51,46","10,320364","11,78","45,92","55,196269","5,517563","-8,46","270100000000,00%",0,"-4,6446374","-2,0933333","13,89447",1,"0,15146436","3,221715","0,61485749","21,71691"
460,2020,11,66,0,"21,049624","25,305723","63,06","63,06",100,"51,01","60,71","71,13","12,067226","5,2446","48,09873","83,202641","7,361404","75,12","1160000000000,00%",0,"-4,6446374","-2,0933333","13,89447",1,"0,15146436","3,221715","0,61485749","23,17422"
467,2020,12,67,0,"61,44969","66,997718","34,03","34,03",100,0,"16,76","71,43","11,192294","6,84","64,61","73,380651","9,718475","12,61","472300000000,00%",0,"-1,1027519","0,33329435","16,48845",1,"0,06145292","6,574813","0,2527262","22,27567"
474,2020,12,68,0,"77,698162","83,514766","35,03","35,03",100,"14,29","30,99","48,89","11,324666","9,08","67,13","71,967674","8,54216","0,4","400800000000,00%",0,"-1,1027519","0,33329435","16,48845",1,"0,06145292","6,574813","0,2527262","22,11167"
481,2020,12,69,0,"37,601983","41,998791","61,59","61,59",100,"56,96","52,91","75,4","14,169649","9,63","49,02","75,452295","7,712914","-0,27","3829000000000,00%",0,"-1,1027519","0,33329435","16,48845",1,"0,06145292","6,574813","0,2527262","24,36857"
488,2020,12,70,0,"74,544006","78,802536","37,83","37,83",100,"27,95","23,23","61,9","13,988683","11,91","45,02","75,17698","10,00533","1,2","1170000000000,00%",0,"-1,1027519","0,33329435","16,48845",1,"0,06145292","6,574813","0,2527262","23,18273"
495,2020,13,71,0,"24,940114","28,446592","73,33","73,33",100,"76,54","85,84","54,8","14,252024","2,75","53,95","71,096986","17,29543","12,43","11410000000000,00%",0,"-2,0655118","1,920968","18,85161",1,"-0,14905213","12,16872","0,21615671","25,46077"
502,2020,13,72,0,"38,055694","42,823534","78,59","78,59",100,"30,57","87,26","85,84","13,275253","3,07","48,42","74,771593","12,84705","6,31","10930000000000,00%",0,"-2,0655118","1,920968","18,85161",1,"-0,14905213","12,16872","0,21615671","25,41755"
509,2020,13,73,0,"24,940114","28,446592","80,11","80,11",100,"51,15","89,09","79,31","12,663241","4,2","47,96","77,279872","12,60726","5,29","6319000000000,00%",0,"-2,0655118","1,920968","18,85161",1,"-0,14905213","12,16872","0,21615671","24,86946"
516,2020,13,74,0,"11,771253","14,832989","87,17","87,17",100,"61,38","93,29","89,05","17,173652","1,75","39,87","79,113034","14,91415","-2,5","7625000000000,00%",0,"-2,0655118","1,920968","18,85161",1,"-0,14905213","12,16872","0,21615671","25,05734"
523,2020,13,75,0,"21,645601","25,840281","65,63","65,63",100,"29,91","88,82","47,97","5,5335922","4,37","61,08","77,247401","7,35363","1,68","2561000000000,00%",0,"-2,0655118","1,920968","18,85161",1,"-0,14905213","12,16872","0,21615671","23,96619"
530,2020,13,76,0,"64,483667","68,3861","62,45","62,45",100,"16,42","55,55","90,38","21,691213","3,51","49,88","62,825844","21,40983","-5,16","1424000000000,00%",0,"-2,0655118","1,920968","18,85161",1,"-0,14905213","12,16872","0,21615671","23,37949"
537,2020,14,77,0,"67,50391","71,046066","68,28","68,28",100,"30,98","71,31","79,01","11,872914","3,62","52,92","64,9694","16,60075","7,79","1180000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","23,19168"
565,2020,14,81,0,"46,507915","51,73527","48,43","27,95","23,33","69,79","65,25","16,71","6,1704449","6,07","57,95","78,002778","8,113533","5,91","55680000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","27,04547"
572,2020,14,82,0,"29,377301","34,991537","67,31","66,13","64,94","52,47","66,94","73,77","9,4210094","5,9","46,29","58,141943","13,36422","8,58","18270000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","25,9311"
593,2020,14,85,0,"6,4206373","8,3542685","60,54","60,54","64,94","51,05","63,87","59,76","15,036348","2,16","47,6","58,758178","16,67853","2,87","5879000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","24,79719"
600,2020,14,86,0,"27,16242","31,085339","72,71","72,71",100,"90,45","84,8","48,94","11,310155","2,45","45,87","65,757875","15,72828","11,67","4075000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","24,43082"
607,2020,14,87,0,"66,652148","73,143688","57,98","57,98",100,"47,2","47,18","77,18","10,326944","2,62","74,53","43,63072","18,98792","-0,3","1979000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","23,70824"
614,2020,14,88,0,"13,616996","17,161056","71,25","53,81","36,36","58,81","67,62","81,23","11,192557","1,43","38,91","72,506646","12,84195","20,05","20970000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","26,06894"
621,2020,14,89,0,"9,0317782","11,23045","37,35","37,35",100,"4,22","33,93","55,31","10,648892","4,09","43,09","82,102517","10,22321","4,55","659700000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","22,60991"
635,2020,14,91,0,"52,985584","57,082178","33,27","33,27",100,"37,77","49,54","9,05","6,3745132","9,23","48,74","81,106257","7,577118","46,48","15920000000000,00%",0,"-5,8310532","6,6234368","9,578857",1,"-0,18904367","13,91469","-0,12848867","25,79326"
642,2020,15,92,0,"22,218183","30,511084","62,25","62,25","97,13","59,43","54,81","73,63","8,1379366","1,55","26,33","84,207323","5,619095","11,74","404200000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","29,02775"
649,2020,15,93,0,"33,630625","43,596375","57,92","57,92",100,"47,18","60,66","58,45","8,0482571","1,57","24,8","83,892369","5,285744","11,08","404200000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","29,02775"
656,2020,15,94,0,"11,289838","15,043591","41,02","41,02",100,"20,17","46,32","42,05","5,4640074","1,07","26,41","85,949191","4,555428","16,71","17890000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","25,91023"
663,2020,15,95,0,"4,7718993","7,1710313","51,56","51,56",100,"13,45","34,09","90,89","6,4718717","0,88","28,94","84,965425","4,934357","18,59","23210000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","26,17065"
670,2020,15,96,0,"30,449498","35,920989","37,07","37,07",100,"26,98","26,72","55,37","6,5498839","1,81","27,96","84,659023","6,107162","12,69","52030000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","26,97758"
677,2020,15,97,0,"63,906647","70,766072","38,88","38,88",100,"22,48","39,51","44,58","6,6802164","1,55","23,84","88,055326","5,769257","13,07","9039000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","25,22738"
684,2020,15,98,0,"5,7435206","7,7291524","30,85","30,85",100,"15,33","30,69","37,26","6,1486861","1,36","23,88","89,056451","4,69342","22,5","9984000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","25,32682"
691,2020,15,99,0,"72,159859","76,119836","39,56","39,56",100,"17,8","31,73","59,06","5,9590711","1,31","23,63","87,63916","4,779808","15,53","35780000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","26,60311"
698,2020,15,100,0,"39,845915","46,391537","39,53","39,53",100,"53,2","34,28","41,28","6,6915619","1,99","24,59","82,214199","5,476204","12,59","121800000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,82806"
705,2020,15,101,0,"5,7974168","7,9300433","38,37","38,37",100,"29,53","52,28","22,75","6,5835533","1,31","29,64","85,766275","7,342331","14,8","68380000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,25092"
712,2020,15,102,0,"61,892341","68,138193","52,08","52,08","97,13","59,01","56,03","43,87","6,9673094","1,67","34,56","77,789294","4,852585","10,2","163700000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","28,12388"
719,2020,15,103,0,"29,80722","36,218117","43,27","43,27",100,"33,58","60,61","23,26","6,7823338","1,9","26,64","85,971147","5,672958","10,42","106400000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,69264"
726,2020,15,104,0,"38,373119","45,036092","43,62","43,62",100,"73,74","45,48",29,"6,444998","1,6","26,96","86,920256","5,69136","10,94","82150000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,43435"
733,2020,15,105,0,"52,090161","57,751098","61,41","61,41","97,13","56,34","49,22","80,24","6,3277568","1,75",27,"87,351103","5,554855","11,92","114900000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,77025"
740,2020,15,106,0,"72,159859","76,119836","34,04","34,04",100,"16,57","29,31","47,54","9,1561313","0,99","42,91","84,323716","6,637474","19,78","3193000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","24,18694"
747,2020,15,107,0,"66,736478","75,499936","46,95","46,95",100,"11,53","48,35","59,2","6,9444273","1,64","18,93","85,417933","4,440308","12,84","37680000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","26,6549"
761,2020,15,109,0,"49,1276","51,402812","37,03","37,03",100,"18,17","31,86","51,7","7,0103799","1,63","22,1","87,587336","4,776794","8,39","44380000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","26,81858"
768,2020,15,110,0,"8,3595664","8,1634993","52,52","52,52",100,"56,66","68,02","29,52","7,6846379","1,06","34,84","83,807159","7,404114","11,97","128000000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,87749"
775,2020,15,111,0,"32,478625","40,093678","61,82","61,82",100,"56,67","58,23","68,83","7,72599","1,46","31,07","84,103675","4,927132","8,78","373400000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","28,94856"
789,2020,15,113,0,"11,993336","17,580144","43,92","43,92",100,"48,88","35,34","53,75","6,950442","1,56","31,13","84,158053","4,999611","13,55","404200000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","29,02775"
796,2020,15,114,0,"81,682905","84,478444","24,51","24,51",100,"50,4","16,36","25,39","6,6426024","1,09","27,15","88,18759","4,577438","17,38","2755000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","24,03917"
831,2020,15,119,0,"26,260319","31,379854","46,21","46,21",100,"46,93","37,87","57,42","6,4043685","0,82","38,04","78,795008","5,883377","29,98","24890000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","26,24045"
838,2020,15,120,0,"24,856412","31,12414","33,4","33,4",100,"26,83","44,22","21,12","6,8279833","1,51","24,16","84,293134","5,641525","15,23","120800000000000,00%",0,"2,2386384","2,4194219","5,537965",1,"-0,04095822","8,761714","-0,20264338","27,81997"
852,2020,16,122,0,"30,648659","35,903292","88,54","87,62",100,"96,26","94,72","78,09","12,044137","5,71","61,42","52,676628","21,64954","26,52","9550000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","25,28242"
859,2020,16,123,0,"60,341922","63,652597","68,37","47,69","27,01","60,4","88,67","43,59","6,0596344","3,83","47,19","67,290693","5,781746","45,24","9367000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","25,26302"
866,2020,16,124,0,"58,910625","62,865035","79,62","79,62",100,"96,26","93,92","53,05","11,591236","4,49","45,53","66,189873","13,97205","24,77","7298000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","25,01349"
873,2020,16,125,0,"25,706292","29,653311","70,1","70,1",100,"65,24","94,72","38,12","6,6771876","4,01","40,93","58,580477","7,660149","49,5","9592000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","25,28679"
880,2020,16,126,0,"39,663495","43,781498","71,3","68,12","64,94","88,85","80,49","51,61","9,455847",,"30,19","60,845959","13,433","19,59","6524000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","24,90129"
887,2020,16,127,0,"34,213145","38,272423","85,73","85,73",100,"90,47","90,51","77,26","11,882716","4,26","18,93","17,574467","44,12587","24,24","706000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","22,67776"
894,2020,16,128,0,"40,536947","45,919957","70,79","67,87","64,94","84,99","88,17","41,18","13,155316","6,12","34,78","61,245651","13,5986","22,43","6441000000000,00%",0,"1,8598397","12,278957","8,252404",1,"-0,42177345","37,73089","-0,02479273","24,88854"
901,2020,17,129,0,"40,536947","45,919957","43,88","30,56","23,33","51,88","62,51",15,"8,5766886","7,9","47,95","74,682784","7,812256","13,83","24560000000000,00%",0,"-2,6536545","3,3816594","18,84996",1,"-0,59946384","12,64815","-0,48384702","26,22688"
908,2020,17,130,0,"21,446275","25,626374","67,39","67,39",100,"53,25","77,43","59,2","13,595347","6,33","37,63","73,140826","13,78096",15,"48750000000000,00%",0,"-2,6536545","3,3816594","18,84996",1,"-0,59946384","12,64815","-0,48384702","26,9126"
915,2020,17,131,0,"7,482055","11,697218","53,11","53,11",100,"30,45","38,22","82,68","6,6020336","4,02","27,65","60,726565","6,066544","27,73","3948000000000,00%",0,"-2,6536545","3,3816594","18,84996",1,"-0,59946384","12,64815","-0,48384702","24,39901"
